freelancer_id,skills,main_category,experience_years,hourly_rate,rating,jobs_completed,success_rate,response_time_hours,on_time_delivery_rate
FR0229,"Technical Writing, Content Writing, Creative Writing",writing,3,27,3.8,86,0.91,14.9,0.89
FR0230,"PPC, Digital Marketing, Email Marketing, Content Marketing",marketing,10,95,4.5,79,0.82,20.2,0.87
FR0231,"React, SQL, PHP, JavaScript",programming,1,19,4.0,70,0.88,46.6,0.99
FR0232,"Angular, Django, Digital Marketing, Analytics, Social Media Marketing, SEO, Content Marketing",programming,7,57,5.0,76,0.84,47.2,0.86
FR0233,"SQL, Angular",programming,13,54,5.0,79,0.98,8.5,0.99
FR0234,"Content Marketing, Analytics, Social Media Marketing, PPC, SEO, Content Writing, Technical Writing, Copywriting, Creative Writing",marketing,7,50,4.2,66,0.83,6.2,0.97
FR0235,"Photoshop, Adobe XD, Logo Design, UI Design",design,1,25,4.8,28,0.92,29.4,0.88
FR0236,"JavaScript, PHP, C++, Vue.js",programming,4,39,4.7,46,0.87,9.8,0.97
FR0237,"Creative Writing, Blog Writing, Content Writing, Technical Writing, SEO Writing",writing,11,59,4.4,88,0.87,32.3,0.97
FR0238,"Creative Writing, Content Writing, UX Design, Logo Design, Graphic Design, Figma, Photoshop",writing,3,30,4.6,16,0.95,27.6,0.92
FR0239,"Angular, Swift",programming,12,63,3.7,76,0.94,34.1,0.97
FR0240,"Blog Writing, Copywriting, SEO Writing",writing,13,132,4.7,61,0.97,10.9,0.89
FR0241,"Technical Writing, Copywriting, Blog Writing, Creative Writing, Logo Design, Figma",writing,8,63,3.7,46,0.95,22.3,0.93
FR0242,"JavaScript, Python, Digital Marketing, Email Marketing",programming,10,65,3.6,13,0.95,41.7,0.9
FR0243,"Logo Design, UX Design, Graphic Design, Illustrator, UI Design",design,9,87,4.7,83,0.98,6.2,0.91
FR0244,"Digital Marketing, Analytics, Email Marketing, Social Media Marketing",marketing,12,111,3.6,59,0.93,21.8,0.99
FR0245,"UI Design, UX Design, Adobe XD, PPC, Social Media Marketing, Digital Marketing, Analytics, Email Marketing",design,8,39,4.0,27,0.87,6.6,0.91
FR0246,"UI Design, Illustrator",design,6,39,3.9,63,0.99,46.4,0.86
FR0247,"Creative Writing, Copywriting, Technical Writing, Content Writing",writing,2,23,4.2,30,0.85,30.7,1.0
FR0248,"Email Marketing, Content Marketing",marketing,8,95,4.2,77,0.98,35.0,0.91
FR0249,"Java, Python, Vue.js, PHP, React",programming,5,65,4.7,83,0.89,29.6,0.94
FR0250,"Adobe XD, UI Design",design,7,78,4.0,21,0.81,25.8,0.97
FR0251,"Graphic Design, Figma, UI Design",design,15,75,5.0,32,0.93,40.2,0.99
FR0252,"Swift, SQL, Python, Node.js",programming,6,75,3.8,71,0.83,34.2,0.96
FR0253,"Django, C++, Java, React, PHP, Technical Writing, Blog Writing",programming,7,64,4.8,62,0.94,14.2,0.93
FR0254,"Vue.js, SQL, Django, SEO, Email Marketing",programming,1,20,4.0,31,0.9,13.2,1.0
FR0255,"Photoshop, Figma, Graphic Design",design,6,75,4.4,55,0.98,26.7,0.89
FR0256,"Creative Writing, Blog Writing",writing,9,78,4.6,31,1.0,31.0,0.97
FR0257,"Creative Writing, Blog Writing, Content Writing, SEO Writing, Copywriting, Digital Marketing, Analytics, Email Marketing",writing,6,75,3.9,99,1.0,35.8,0.93
FR0258,"Digital Marketing, PPC, Content Marketing, Django, Vue.js, JavaScript",marketing,6,69,4.0,81,0.92,31.5,0.94
FR0259,"Creative Writing, SEO Writing, Content Writing, Blog Writing",writing,5,65,4.5,25,0.9,3.6,0.89
FR0260,"Swift, React, JavaScript, Blog Writing, Content Writing, Copywriting, Creative Writing",programming,15,135,4.2,47,0.89,19.6,0.89
FR0261,"Blog Writing, Technical Writing, Figma, Illustrator, Adobe XD",writing,15,75,4.5,9,0.99,38.5,0.91
FR0262,"Photoshop, UX Design, Illustrator, Graphic Design, Figma, Django, Node.js",design,6,45,4.6,26,0.93,19.0,0.98
FR0263,"Figma, UX Design, UI Design",design,3,30,3.6,67,0.92,28.1,0.98
FR0264,"Python, SQL, Java, SEO Writing, Creative Writing, Blog Writing",programming,12,123,4.1,32,0.97,7.2,0.88
FR0265,"Copywriting, SEO Writing, Creative Writing, Blog Writing, Content Writing, React, Python, Node.js",writing,10,115,4.6,12,0.93,18.6,0.97
FR0266,"C++, Vue.js, Python, PHP, Email Marketing, SEO, PPC, Digital Marketing",programming,14,141,3.8,10,0.91,20.2,0.87
FR0267,"Creative Writing, SEO Writing",writing,5,60,3.8,36,0.84,4.6,0.92
FR0268,"Graphic Design, Logo Design, Figma, UI Design, SEO, Digital Marketing, Email Marketing, Content Marketing, PPC",design,10,55,4.6,11,0.88,36.6,0.94
FR0269,"Figma, Graphic Design",design,2,29,4.3,93,0.85,43.4,0.92
FR0270,"Angular, Python, JavaScript, Swift",programming,1,18,4.4,40,0.8,27.2,0.93
FR0271,"Photoshop, Logo Design, UI Design, SEO Writing, Content Writing, Creative Writing, Blog Writing",design,1,18,3.7,22,0.92,9.0,0.89
FR0272,"Photoshop, UI Design, Adobe XD, Logo Design, SEO, Analytics, Content Marketing, Digital Marketing",design,14,113,3.7,34,0.93,2.0,0.94
FR0273,"SEO, Social Media Marketing, Content Marketing, Django, Python, C++",marketing,10,55,4.9,60,0.86,34.8,0.9
FR0274,"UX Design, Illustrator, Vue.js, Angular",design,6,69,4.2,69,0.9,10.0,0.88
FR0275,"Content Writing, SEO Writing, Blog Writing",writing,14,99,4.4,88,0.99,34.8,0.96
FR0276,"Ruby, Angular, Django, SEO Writing, Blog Writing, Creative Writing",programming,12,111,4.4,57,0.92,13.3,0.99
FR0277,"Copywriting, SEO Writing, Technical Writing, Creative Writing, Content Writing, Analytics, PPC, Content Marketing, SEO",writing,5,40,4.1,44,0.98,30.8,0.86
FR0278,"Ruby, C++",programming,8,47,4.7,99,0.93,17.2,0.97
FR0279,"Photoshop, Logo Design, Figma, UI Design, Adobe XD",design,15,150,3.6,63,0.83,16.8,0.92
FR0280,"Blog Writing, Content Writing",writing,14,99,4.8,56,0.82,13.8,0.93
FR0281,"UX Design, Graphic Design, Figma, UI Design, Illustrator",design,12,63,3.6,46,0.82,5.7,0.95
FR0282,"Creative Writing, Technical Writing, Content Writing, Copywriting, SEO, Email Marketing, Social Media Marketing, Digital Marketing, Content Marketing",writing,7,71,4.8,32,0.94,38.1,0.98
FR0283,"Creative Writing, Blog Writing, Copywriting",writing,8,47,4.4,99,0.92,11.1,0.98
FR0284,"Figma, Photoshop, Illustrator, Email Marketing, Content Marketing, PPC, Social Media Marketing, SEO",design,14,57,3.5,11,0.81,31.5,0.97
FR0285,"Vue.js, Node.js, PHP, Copywriting, Technical Writing, Blog Writing",programming,6,51,3.9,32,0.81,9.5,0.88
FR0286,"Digital Marketing, PPC, Social Media Marketing",marketing,3,27,4.6,45,0.83,19.8,0.92
FR0287,"Blog Writing, Copywriting, Technical Writing, Python, JavaScript, Ruby, Django, C++",writing,7,78,4.7,7,0.96,8.0,0.87
FR0288,"JavaScript, Java, Ruby",programming,14,127,4.8,94,0.84,31.7,0.89
FR0289,"Copywriting, Creative Writing, Content Writing, Technical Writing, SEO Writing, Digital Marketing, Analytics, PPC, Social Media Marketing, Content Marketing",writing,2,33,3.6,90,0.9,41.6,0.93
FR0290,"Email Marketing, Digital Marketing, SEO, PPC, Social Media Marketing",marketing,6,51,4.6,43,0.8,29.6,0.99
FR0291,"UI Design, Adobe XD, Logo Design, C++, Java, Python, SQL",design,9,42,4.4,6,0.96,24.7,0.94
FR0292,"Ruby, JavaScript, Email Marketing, SEO, Social Media Marketing",programming,10,75,4.8,55,0.96,20.8,0.94
FR0293,"Swift, PHP, Django, Python, C++",programming,12,123,4.4,87,0.96,39.1,0.98
FR0294,"Figma, Logo Design, Graphic Design, Adobe XD, UX Design",design,6,51,4.3,97,0.8,8.2,0.99
FR0295,"React, Angular, Content Marketing, Digital Marketing",programming,5,60,4.1,100,0.84,1.0,0.88
FR0296,"Analytics, PPC",marketing,10,115,4.0,59,0.84,46.0,0.93
FR0297,"Python, SQL, Ruby, Django",programming,6,51,4.6,21,0.92,18.5,0.93
FR0298,"Content Marketing, Analytics, Digital Marketing, SEO",marketing,15,165,4.8,24,0.81,33.6,0.98
FR0299,"Analytics, SEO, Digital Marketing",marketing,1,19,4.7,91,0.99,24.4,0.86
FR0300,"React, Django",programming,13,132,4.9,97,0.95,11.9,0.91
FR0301,"Creative Writing, SEO Writing, Technical Writing",writing,12,87,3.9,61,0.98,28.5,0.86
FR0302,"Figma, Adobe XD, UX Design, Logo Design",design,3,33,4.9,61,0.84,44.5,0.9
FR0303,"Photoshop, UI Design, Graphic Design, Illustrator, Adobe XD",design,12,51,4.1,5,0.86,11.7,0.99
FR0304,"Content Writing, Technical Writing, SEO Writing, Creative Writing, Swift, Python, Vue.js, SQL",writing,7,64,3.6,88,0.95,41.7,0.85
FR0305,"Vue.js, SQL, Email Marketing, Digital Marketing, Social Media Marketing, SEO",programming,12,135,4.4,15,0.8,34.5,1.0
FR0306,"Technical Writing, Blog Writing, SEO Writing, Content Writing",writing,9,96,4.8,55,0.98,5.8,0.94
FR0307,"UX Design, Illustrator, Graphic Design, UI Design, Django, Java, Angular, SQL",design,9,51,4.3,80,0.92,33.7,0.98
FR0308,"Analytics, Content Marketing, UI Design, UX Design, Photoshop, Graphic Design, Adobe XD",marketing,12,75,4.7,97,0.96,32.6,0.88
FR0309,"Illustrator, Photoshop, Logo Design, Adobe XD, UI Design",design,9,42,5.0,80,0.85,1.3,0.96
FR0310,"Analytics, Email Marketing",marketing,9,51,4.5,48,0.97,30.4,0.9
FR0311,"Blog Writing, Content Writing, Copywriting, SEO Writing, Technical Writing, Figma, Adobe XD",writing,14,71,4.6,16,0.89,36.3,0.87
FR0312,"Figma, Illustrator, UX Design, Graphic Design, Adobe XD, Content Writing, Creative Writing",design,14,85,4.5,9,0.81,43.4,0.9
FR0313,"Java, C++, SQL, PHP, Angular",programming,9,69,3.5,98,0.81,18.5,0.99
FR0314,"Digital Marketing, Analytics, UX Design, Figma, Graphic Design, Logo Design, Photoshop",marketing,3,33,3.6,29,0.97,10.8,0.99
FR0315,"JavaScript, Java, React",programming,7,50,3.5,64,0.92,32.2,0.87
FR0316,"SEO, Digital Marketing, PPC, Email Marketing, Analytics",marketing,8,39,4.3,81,0.93,29.6,0.98
FR0317,"SEO, Content Marketing",marketing,4,43,4.6,61,0.9,33.2,0.91
FR0318,"PPC, Social Media Marketing, SEO, Digital Marketing, Content Marketing",marketing,9,60,3.7,84,0.83,23.9,0.85
FR0319,"Swift, Python, Vue.js, Analytics, Digital Marketing, Social Media Marketing",programming,1,22,4.4,44,0.95,38.2,0.98
FR0320,"SEO, PPC",marketing,3,45,4.0,86,0.98,13.4,0.99
FR0321,"Content Marketing, PPC, Digital Marketing, Email Marketing, Analytics",marketing,11,59,5.0,60,0.93,36.4,0.99
FR0322,"Digital Marketing, Analytics, PPC, Email Marketing",marketing,3,24,3.7,53,0.86,46.5,0.9
FR0323,"Logo Design, Adobe XD, Graphic Design",design,13,93,3.7,78,0.88,14.9,0.96
FR0324,"Content Marketing, Digital Marketing, Email Marketing, PPC",marketing,9,60,3.6,43,0.82,22.0,0.95
FR0325,"Content Marketing, SEO, Social Media Marketing, SEO Writing, Copywriting, Blog Writing, Technical Writing",marketing,6,69,4.9,36,0.86,44.9,0.98
FR0326,"Vue.js, Python",programming,15,150,4.3,19,0.96,46.4,0.94
FR0327,"Node.js, Swift",programming,13,67,3.9,5,0.91,35.8,0.97
FR0328,"JavaScript, Swift, Angular, Java, Blog Writing, Technical Writing, Copywriting, SEO Writing, Creative Writing",programming,14,85,4.9,77,0.98,7.0,0.9
FR0329,"UX Design, Logo Design, Figma, Illustrator, Digital Marketing, Analytics",design,12,87,4.1,96,0.87,45.6,0.91
FR0330,"Creative Writing, SEO Writing, Technical Writing, Copywriting, Blog Writing, Content Marketing, Social Media Marketing, Digital Marketing, Analytics",writing,13,132,4.4,18,0.82,14.2,0.9
FR0331,"Python, Swift, React, C++, Django, SEO Writing, Creative Writing",programming,7,57,3.5,79,0.86,30.9,0.87
FR0332,"Email Marketing, Analytics, Content Marketing, PPC, Digital Marketing",marketing,11,81,3.6,31,0.96,14.8,0.95
FR0333,"SEO Writing, Content Writing, Blog Writing, Technical Writing, Copywriting",writing,2,29,4.1,44,0.83,46.7,0.92
FR0334,"Social Media Marketing, Analytics, Email Marketing, PPC, SEO, Vue.js, Swift",marketing,3,42,4.7,17,0.92,34.7,0.97
FR0335,"C++, Python, React, Java, Ruby",programming,12,99,4.8,72,0.96,2.9,0.91
FR0336,"Analytics, Social Media Marketing, PPC, Email Marketing, Technical Writing, Blog Writing, SEO Writing, Copywriting, Content Writing",marketing,15,135,3.7,22,0.81,22.0,0.98
FR0337,"Logo Design, UX Design, Graphic Design, Figma, Email Marketing, SEO, Content Marketing",design,8,39,4.0,40,0.84,16.3,0.86
FR0338,"SEO Writing, Blog Writing, Creative Writing, Content Writing",writing,4,31,3.6,49,0.85,11.1,0.89
FR0339,"Content Marketing, Email Marketing, Analytics, SEO, Digital Marketing",marketing,12,51,4.7,22,0.91,7.2,0.95
FR0340,"Content Writing, Copywriting, Creative Writing, Technical Writing, PPC, Content Marketing, SEO",writing,15,150,4.6,84,0.93,19.4,0.88
FR0341,"Copywriting, Technical Writing, SEO Writing, Analytics, PPC, Social Media Marketing",writing,2,33,3.9,60,0.8,42.4,0.97
FR0342,"Copywriting, Creative Writing, Technical Writing, Content Writing, Blog Writing, UI Design, UX Design, Illustrator",writing,1,23,4.9,6,0.8,22.5,0.96
FR0343,"Ruby, C++, Java, Django, SEO Writing, Copywriting, Creative Writing, Blog Writing",programming,8,71,4.7,36,0.93,14.5,0.85
FR0344,"Digital Marketing, SEO, Analytics, PPC, Email Marketing, Content Writing, SEO Writing",marketing,1,19,3.6,42,0.83,8.8,0.97
FR0345,"Creative Writing, Blog Writing, Technical Writing",writing,7,57,4.6,96,0.97,14.0,0.98
FR0346,"Illustrator, Figma",design,7,64,4.5,96,0.94,9.8,0.97
FR0347,"PHP, Python",programming,5,30,4.6,46,0.93,43.8,0.98
FR0348,"SEO, Content Marketing",marketing,7,50,4.4,8,0.95,29.2,0.9
FR0349,"Ruby, Angular",programming,15,90,3.5,6,0.99,34.6,0.96
FR0350,"Technical Writing, Blog Writing, Analytics, Content Marketing, PPC",writing,14,127,4.0,91,0.83,11.1,0.85
FR0351,"Technical Writing, Creative Writing, JavaScript, SQL, Ruby",writing,8,39,4.8,90,0.87,34.3,0.9
FR0352,"UX Design, UI Design, Graphic Design, Adobe XD",design,14,57,4.9,53,0.91,23.0,1.0
FR0353,"Technical Writing, Creative Writing, Content Writing, SEO Writing",writing,6,45,4.1,83,0.93,41.6,0.87
FR0354,"Illustrator, Figma, Graphic Design, UX Design",design,5,30,3.7,74,0.9,28.8,0.97
FR0355,"Content Marketing, Digital Marketing, SEO, Analytics, Email Marketing, Blog Writing, Content Writing, SEO Writing",marketing,13,119,4.4,46,0.81,36.6,0.87
FR0356,"Copywriting, Creative Writing, Blog Writing, Adobe XD, UX Design, Graphic Design, Figma",writing,12,75,3.7,19,0.84,15.4,0.89
FR0357,"SEO Writing, Blog Writing",writing,8,79,3.8,19,0.82,16.5,0.9
FR0358,"Copywriting, SEO Writing, Creative Writing, Content Writing, Technical Writing",writing,12,75,4.0,36,0.98,7.1,0.97
FR0359,"SQL, Swift, Node.js, Vue.js",programming,5,40,5.0,91,0.9,42.1,0.87
FR0360,"Analytics, Social Media Marketing, Content Marketing, Email Marketing, UI Design, Figma, Illustrator, Adobe XD",marketing,4,43,4.8,55,0.82,31.9,0.99
FR0361,"PPC, Analytics, Social Media Marketing, SEO, Digital Marketing",marketing,4,35,4.4,12,0.81,5.7,0.86
FR0362,"Digital Marketing, Social Media Marketing, PPC",marketing,7,71,4.0,92,0.96,38.1,0.96
FR0363,"Analytics, PPC, Email Marketing",marketing,6,39,4.6,28,0.96,30.6,0.96
FR0364,"Adobe XD, Graphic Design, UI Design",design,7,57,4.6,76,0.95,15.3,0.92
FR0365,"Content Marketing, Email Marketing, JavaScript, Java, Vue.js",marketing,11,70,4.2,5,0.98,16.5,0.88
FR0366,"Angular, Swift, SQL",programming,1,20,5.0,46,0.99,12.1,0.93
FR0367,"React, Node.js, Angular, Java, Swift, Graphic Design, Logo Design, UX Design, Adobe XD",programming,8,95,4.1,9,0.81,29.0,0.98
FR0368,"Blog Writing, Content Writing, SEO Writing, Creative Writing",writing,4,55,4.5,86,0.84,7.7,0.98
FR0369,"Digital Marketing, Analytics, Email Marketing, SEO, Content Writing, Technical Writing, Copywriting, Blog Writing, Creative Writing",marketing,6,45,3.8,43,0.88,3.4,0.86
FR0370,"Java, Vue.js, Swift",programming,1,21,4.2,70,0.83,16.6,0.9
FR0371,"Figma, Logo Design, Photoshop, UI Design, Vue.js, Python",design,7,36,4.2,27,0.85,20.3,0.92
FR0372,"UX Design, Illustrator, Graphic Design, Photoshop, SEO, Content Marketing, PPC, Social Media Marketing",design,1,18,3.6,28,0.93,11.8,1.0
FR0373,"Ruby, Java, React, Django, Swift, Copywriting, Blog Writing",programming,6,69,4.4,83,0.89,45.8,0.9
FR0374,"Adobe XD, Graphic Design, UI Design, Figma, Photoshop",design,3,42,3.8,96,0.94,41.6,0.86
FR0375,"Ruby, Python, Angular, Django, React, Creative Writing, Technical Writing",programming,14,141,4.6,62,0.99,3.7,0.95
FR0376,"Email Marketing, Analytics, Blog Writing, Content Writing",marketing,11,125,4.3,36,0.88,46.7,0.9
FR0377,"SEO Writing, Copywriting, Technical Writing, Content Writing, Django, Vue.js, React",writing,10,115,4.8,66,0.84,20.6,0.99
FR0378,"Illustrator, Graphic Design, Logo Design, UI Design, Content Marketing, Digital Marketing, Analytics, PPC, SEO",design,11,114,4.6,93,0.95,42.4,0.92
FR0379,"Copywriting, Blog Writing, SEO Writing, Creative Writing, UI Design, UX Design, Illustrator, Adobe XD",writing,9,105,4.4,7,0.9,17.7,0.99
FR0380,"SEO Writing, Creative Writing, Blog Writing, Technical Writing, Copywriting, Graphic Design, Logo Design, UI Design",writing,2,29,4.3,27,0.97,1.3,0.95
FR0381,"Technical Writing, SEO Writing, Copywriting, Content Writing, Blog Writing, C++, SQL",writing,13,132,4.8,23,0.93,36.4,0.91
FR0382,"SEO Writing, Creative Writing, Content Writing, UX Design, Adobe XD",writing,14,127,4.2,99,1.0,28.9,0.86
FR0383,"UI Design, Photoshop, Figma, PPC, Social Media Marketing",design,4,47,4.3,18,0.95,19.8,1.0
FR0384,"Content Marketing, Digital Marketing, Social Media Marketing, Content Writing, Copywriting",marketing,7,71,4.0,16,0.96,11.5,0.99
FR0385,"Content Writing, Copywriting, UX Design, UI Design, Illustrator, Adobe XD",writing,6,51,4.4,82,0.98,24.2,0.91
FR0386,"Swift, Java, Node.js",programming,10,105,3.6,80,0.89,27.1,0.96
FR0387,"Swift, Python, Email Marketing, Content Marketing",programming,8,47,4.0,71,0.95,8.8,0.92
FR0388,"Blog Writing, Copywriting, Content Writing, UI Design, UX Design, Adobe XD",writing,11,92,4.7,59,0.93,34.6,0.97
FR0389,"Graphic Design, Figma, Photoshop, Logo Design, Adobe XD",design,1,18,3.6,89,0.81,38.8,0.98
FR0390,"PHP, SQL, JavaScript, C++, Illustrator, Photoshop, Adobe XD, Figma, Graphic Design",programming,6,33,4.0,76,0.87,34.2,0.99
FR0391,"Swift, Ruby, C++, Angular, Django",programming,15,150,4.3,5,0.89,41.7,0.96
FR0392,"Social Media Marketing, Content Marketing, Email Marketing, Angular, JavaScript, PHP, C++",marketing,2,31,3.6,12,0.85,4.3,0.9
FR0393,"Copywriting, Creative Writing, Content Writing, Technical Writing, Blog Writing",writing,9,96,4.7,15,0.81,14.6,0.98
FR0394,"Figma, Adobe XD, Photoshop, Illustrator, UI Design, PPC, Content Marketing, Analytics, Email Marketing",design,1,19,4.3,51,0.98,33.9,0.96
FR0395,"Node.js, SQL, Ruby, Swift, Python, Analytics, SEO",programming,5,35,4.3,6,0.93,18.2,0.86
FR0396,"C++, React, Node.js, Python",programming,13,106,4.4,98,0.82,26.7,0.93
FR0397,"Illustrator, UX Design, Graphic Design",design,15,120,4.2,85,0.87,24.9,0.99
FR0398,"Node.js, Ruby, C++, Swift, Content Marketing, Social Media Marketing",programming,10,65,4.9,50,0.84,29.1,0.9
FR0399,"Illustrator, Photoshop, UX Design, Logo Design",design,15,105,4.2,62,0.92,19.2,0.86
FR0400,"C++, JavaScript, Vue.js, PHP, Python, Copywriting, Content Writing, Technical Writing, Blog Writing",programming,10,75,4.9,56,0.93,23.1,0.95
FR0401,"Technical Writing, SEO Writing, SEO, Digital Marketing, Social Media Marketing, Content Marketing, Email Marketing",writing,12,111,4.1,7,0.95,29.7,0.91
FR0402,"Django, Python, SQL, Swift, Node.js, Social Media Marketing, Content Marketing",programming,2,33,4.1,78,0.82,5.6,0.85
FR0403,"Java, Node.js, PHP, React",programming,4,51,4.6,34,0.93,40.3,0.86
FR0404,"Analytics, Content Marketing, Email Marketing, Social Media Marketing, Digital Marketing, C++, JavaScript",marketing,12,135,3.5,77,0.97,17.7,0.89
FR0405,"Angular, Vue.js, Node.js",programming,3,33,3.5,34,0.98,48.0,0.95
FR0406,"Illustrator, UI Design, Figma, SEO Writing, Technical Writing, Blog Writing, Content Writing",design,11,103,4.9,47,0.81,25.8,0.88
FR0407,"Content Writing, Copywriting, Node.js, Angular, C++, Python",writing,5,55,4.3,75,0.91,41.3,1.0
FR0408,"Adobe XD, Photoshop, UI Design, Figma, Graphic Design",design,11,125,3.7,63,0.81,15.5,0.94
FR0409,"PHP, Ruby",programming,9,96,4.0,66,0.81,39.5,0.87
FR0410,"SQL, Java, Copywriting, Blog Writing, Creative Writing, Content Writing, SEO Writing",programming,4,27,4.8,70,0.84,30.4,0.86
FR0411,"SQL, Vue.js, Java, Ruby",programming,1,25,3.5,24,0.81,31.6,1.0
FR0412,"Adobe XD, Illustrator, Photoshop, SEO Writing, Copywriting, Creative Writing, Blog Writing",design,8,47,4.0,99,0.93,28.1,0.97
FR0413,"Copywriting, Content Writing",writing,1,20,4.7,66,0.8,45.6,0.85
FR0414,"SEO Writing, Technical Writing, Creative Writing, Content Writing, Blog Writing",writing,10,45,5.0,18,0.9,14.1,0.89
FR0415,"Vue.js, JavaScript, Python",programming,4,47,5.0,15,0.95,20.6,0.94
FR0416,"Logo Design, Illustrator, UX Design, Figma, Graphic Design, Content Marketing, SEO, Email Marketing, Analytics",design,8,95,3.8,97,0.89,3.9,0.99
FR0417,"Figma, UX Design, Logo Design",design,2,31,4.8,39,0.99,39.0,0.92
FR0418,"Social Media Marketing, Content Marketing, Adobe XD, Illustrator, Photoshop, UX Design, Logo Design",marketing,12,87,5.0,87,0.83,13.3,0.87
FR0419,"Copywriting, Technical Writing, C++, Angular",writing,2,35,4.4,73,0.8,43.1,0.86
FR0420,"Django, Java, Vue.js, Digital Marketing, Email Marketing, PPC",programming,13,132,4.8,42,0.82,9.4,0.93
FR0421,"C++, Angular, React, Node.js, Python",programming,3,24,4.9,46,0.93,6.4,0.99
FR0422,"Logo Design, Illustrator, UX Design, Photoshop, UI Design",design,4,55,3.7,7,0.97,2.7,0.87
FR0423,"PPC, Digital Marketing, SEO, Email Marketing, Content Marketing, JavaScript, PHP",marketing,9,78,4.2,51,0.88,42.7,0.95
FR0424,"Creative Writing, SEO Writing, Content Writing, Copywriting, Technical Writing",writing,8,39,4.5,77,0.9,43.6,0.85
FR0425,"Digital Marketing, PPC, Social Media Marketing, Content Marketing, UI Design, Illustrator, UX Design, Photoshop, Figma",marketing,4,35,4.5,90,0.92,30.4,0.88
FR0426,"SEO, Social Media Marketing, Email Marketing, Analytics",marketing,3,27,4.9,33,0.89,7.9,0.86
FR0427,"Photoshop, Illustrator, Email Marketing, Social Media Marketing, PPC, Content Marketing",design,13,67,3.8,79,0.93,13.8,0.96
FR0428,"Logo Design, UI Design, Figma, Photoshop, Graphic Design",design,11,92,3.6,99,0.81,7.8,0.9
FR0429,"Java, Django, PHP, Vue.js",programming,12,123,3.6,100,0.83,29.0,0.99
FR0430,"Social Media Marketing, Content Marketing, SEO, Digital Marketing, PPC",marketing,3,39,3.6,70,0.85,34.5,0.89
FR0431,"Adobe XD, Graphic Design, Illustrator, SEO Writing, Technical Writing",design,12,87,4.3,51,0.94,10.4,0.99
FR0432,"JavaScript, Vue.js, Swift",programming,11,48,4.9,21,0.84,18.0,0.98
FR0433,"Node.js, Ruby, JavaScript, Django, Creative Writing, Content Writing, Blog Writing, SEO Writing, Technical Writing",programming,7,36,4.9,7,0.85,44.3,0.85
FR0434,"Technical Writing, Copywriting, SQL, Node.js, PHP, React",writing,13,132,4.7,91,0.81,8.2,0.9
FR0435,"Photoshop, Illustrator, Logo Design, Adobe XD, UX Design",design,10,65,5.0,18,0.89,45.8,0.94
FR0436,"UI Design, Figma, Graphic Design, Photoshop, Creative Writing, Technical Writing, Blog Writing",design,2,29,4.2,93,0.82,9.9,0.86
FR0437,"Illustrator, UX Design, Photoshop",design,13,132,4.0,33,0.98,3.5,0.98
FR0438,"Social Media Marketing, Digital Marketing, Figma, UI Design",marketing,15,135,4.1,6,0.97,28.7,0.98
FR0439,"Email Marketing, PPC, Analytics, SEO, Social Media Marketing",marketing,4,43,4.6,12,0.84,5.5,0.9
FR0440,"UX Design, Illustrator, Figma",design,9,78,3.6,63,0.86,10.5,0.98
FR0441,"Analytics, SEO, Django, Vue.js, Python, JavaScript",marketing,1,21,4.6,15,0.86,5.6,0.96
FR0442,"SEO, Social Media Marketing, Analytics, Technical Writing, Content Writing, Blog Writing, Creative Writing, Copywriting",marketing,5,45,3.9,25,0.92,19.4,0.88
FR0443,"Angular, Node.js, SQL, Content Writing, Copywriting, SEO Writing, Technical Writing",programming,3,42,4.2,57,0.86,20.1,0.96
FR0444,"Digital Marketing, Analytics, Content Marketing, Social Media Marketing, Adobe XD, Photoshop, UI Design, UX Design, Logo Design",marketing,12,111,3.9,48,0.92,46.0,0.87
FR0445,"Python, Node.js, Django",programming,15,135,5.0,97,0.9,11.2,0.94
FR0446,"Illustrator, Graphic Design, UI Design, Photoshop, React, C++, Vue.js",design,10,75,4.0,98,0.88,2.0,0.96
FR0447,"Content Writing, Blog Writing, Figma, UI Design, Photoshop, Logo Design, UX Design",writing,11,114,5.0,34,0.82,2.5,0.97
FR0448,"Python, Angular, Analytics, SEO, PPC, Social Media Marketing, Content Marketing",programming,3,33,3.6,16,0.86,32.4,0.96
FR0449,"UI Design, UX Design, Photoshop, Figma, JavaScript, Java",design,1,20,4.5,48,0.95,20.0,0.93
FR0450,"C++, Swift, Python, Java, Vue.js",programming,4,55,4.7,54,0.92,10.7,0.94
FR0451,"SEO Writing, Content Writing, Copywriting, UX Design, Figma",writing,14,99,3.6,60,0.88,11.4,0.96
FR0452,"Adobe XD, UX Design, Creative Writing, Blog Writing, Content Writing, Copywriting",design,7,71,4.8,13,0.82,2.5,0.89
FR0453,"Analytics, Email Marketing, Content Marketing, Social Media Marketing, Technical Writing, SEO Writing, Content Writing, Creative Writing",marketing,3,24,4.7,51,0.85,42.7,0.97
FR0454,"Content Writing, SEO Writing, Blog Writing, Creative Writing, Technical Writing",writing,4,27,3.6,25,0.86,9.8,0.92
FR0455,"Content Writing, SEO Writing, Logo Design, Photoshop, Figma, UX Design, UI Design",writing,6,45,4.9,86,0.99,36.9,0.95
FR0456,"Technical Writing, Creative Writing, Swift, Ruby, React",writing,12,75,4.5,20,1.0,33.6,0.93
FR0457,"Content Marketing, Analytics",marketing,5,60,4.0,30,0.99,9.8,0.97
